Result,Exit_Velocity,Launch_Angle,Distance,Direction,Pitch,Pitch_Type
double,107,16,328,Straightaway,85.4,Changeup
field_out,93.5,44,312,Straightaway,87.3,Changeup
field_out,90,32,330,Opposite,94.2,4-Seam Fastball
single,98.2,7,126,Opposite,98.5,2-Seam Fastball
double,105.2,3,76,Pull,88.5,4-Seam Fastball
single,36.5,-22,5,Opposite,87.5,Slider
field_out,84.7,-10,8,Pull,80.5,Slider
single,97.8,-12,6,Pull,91.2,4-Seam Fastball
field_out,102,1,55,Pull,89.5,Changeup
home_run,106.8,35,416,Straightaway,77.9,Knuckle Curve
single,93.7,-11,11,Pull,80.2,Knuckle Curve
field_out,96.3,30,358,Opposite,81.6,Slider
field_out,99.4,42,345,Opposite,92,2-Seam Fastball
field_out,100.9,36,371,Straightaway,91.6,4-Seam Fastball
double,94.1,20,292,Pull,82.3,Slider
triple,100.3,4,95,Pull,94.2,4-Seam Fastball
single,107.8,8,135,Straightaway,94.8,4-Seam Fastball
field_out,70.4,-22,7,Straightaway,83.6,Split-Finger
field_out,78.7,-33,4,Pull,93.5,4-Seam Fastball
field_out,101.4,36,363,Straightaway,93.6,4-Seam Fastball
field_out,79,26,282,Straightaway,95.4,4-Seam Fastball
double,93.7,13,196,Pull,98.1,4-Seam Fastball
field_out,91.5,-12,10,Straightaway,98.1,4-Seam Fastball
field_out,71.1,46,196,Opposite,80.7,Slider
field_out,102,-4,23,Straightaway,86.1,Slider
double,100.1,32,373,Straightaway,89.7,4-Seam Fastball
field_out,72.8,33,249,Opposite,78.6,Slider
single,103.3,11,170,Straightaway,89.9,4-Seam Fastball
field_out,99.1,36,355,Opposite,82.5,Changeup
double,100.3,18,310,Opposite,91.5,Sinker
field_out,104.6,0,43,Straightaway,90.3,4-Seam Fastball
field_out,92.4,-1,31,Pull,99.4,4-Seam Fastball
field_out,73.1,33,250,Opposite,90.4,2-Seam Fastball
single,66.4,27,213,Straightaway,91.9,4-Seam Fastball
field_out,92.4,-28,4,Pull,92.2,4-Seam Fastball
field_out,94.8,-5,25,Straightaway,72.7,Curveball
double,99.7,24,364,Opposite,75.3,Curveball
field_out,80.9,4,82,Straightaway,88.3,Sinker
single,93.6,-6,22,Straightaway,89,Sinker
home_run,107.1,24,370,Pull,86.1,Slider
single,94,13,222,Opposite,92.2,4-Seam Fastball
field_out,89.5,-18,5,Pull,82.1,Changeup
field_out,100.7,41,341,Straightaway,69.6,Curveball
single,92.6,16,224,Pull,71.6,Curveball
field_out,70.4,47,197,Opposite,85.5,Cutter
field_out,103.1,11,176,Pull,87.8,Sinker
single,108.8,3,77,Straightaway,90.9,4-Seam Fastball
field_out,97.1,20,319,Straightaway,91.6,4-Seam Fastball
field_out,75.4,-20,8,Pull,88.7,Changeup
single,104.8,-7,11,Straightaway,90.9,Sinker
home_run,110.9,26,418,Pull,89.6,Slider
single,77.5,14,166,Straightaway,93,4-Seam Fastball
single,102.1,9,173,Opposite,93.9,4-Seam Fastball
field_out,104.6,0,44,Straightaway,95.8,4-Seam Fastball
field_out,91.6,17,270,Straightaway,82.9,Curveball
home_run,89.6,35,382,Pull,90.6,4-Seam Fastball
field_out,102.6,36,375,Straightaway,87.8,Slider
field_out,94.6,0,34,Opposite,94.4,2-Seam Fastball
single,73.2,12,115,Pull,95.5,4-Seam Fastball
field_out,94.4,-11,15,Pull,86.8,Changeup
field_out,103.2,7,124,Pull,74.5,Curveball
field_out,92.5,-21,6,Straightaway,75.1,Curveball
field_out,99.8,1,52,Pull,84.7,Slider
single,95.8,7,119,Straightaway,87.2,2-Seam Fastball
single,49.5,-48,3,Opposite,84.4,Cutter
single,40.6,-62,2,Opposite,84.5,Cutter
field_out,87,3,53,Pull,95.4,4-Seam Fastball
field_out,84,-30,3,Pull,91.5,4-Seam Fastball
single,107.4,14,199,Pull,94.1,4-Seam Fastball
field_out,95.9,29,360,Straightaway,79.6,Slider
field_out,101.6,1,50,Straightaway,90.1,4-Seam Fastball
single,82.1,2,53,Straightaway,96.4,4-Seam Fastball
field_out,71.1,45,219,Straightaway,79.5,Curveball
field_out,102.8,35,384,Straightaway,88.9,Slider
field_out,96.4,-1,27,Pull,84.3,Changeup
field_out,104.7,12,180,Pull,89.1,4-Seam Fastball
field_out,95.8,54,269,Opposite,91.1,4-Seam Fastball
home_run,107.9,21,431,Straightaway,95.9,4-Seam Fastball
field_out,105.1,15,349,Straightaway,96.3,4-Seam Fastball
single,96.7,14,244,Straightaway,94,4-Seam Fastball
field_out,70.1,-19,9,Pull,94.2,4-Seam Fastball
double,105.4,20,396,Straightaway,76.7,Knuckle Curve
home_run,102.6,34,431,Pull,83.5,Slider
field_out,92.7,-8,17,Pull,75.3,Curveball
field_out,99.4,8,123,Pull,80.3,Curveball
double,97.1,24,318,Opposite,84.7,Cutter
field_out,85.1,24,278,Opposite,85.2,Cutter
single,106.8,5,129,Straightaway,86.8,Sinker
single,93.8,15,268,Pull,77.6,Curveball
field_out,83.4,-7,15,Straightaway,89.6,Sinker
home_run,110.2,32,439,Straightaway,94,4-Seam Fastball
single,101.6,-1,35,Straightaway,81.4,Curveball
field_out,95.1,45,313,Opposite,95,2-Seam Fastball
field_out,94.1,43,318,Opposite,96.9,4-Seam Fastball
field_out,90,30,351,Straightaway,73.4,Curveball
field_out,71.5,-46,3,Straightaway,75,Curveball
home_run,97.8,29,385,Pull,91.7,Sinker
double,105,15,229,Pull,83.6,Slider
field_out,104.1,-1,35,Straightaway,93.5,2-Seam Fastball
single,107,13,250,Pull,84.6,Cutter
single,107.1,0,37,Straightaway,89.7,Sinker
single,100.9,13,224,Opposite,94.7,4-Seam Fastball
field_out,95.5,33,398,Opposite,91.8,4-Seam Fastball
single,86.4,15,207,Straightaway,82.3,Slider
home_run,102.6,28,419,Straightaway,82.7,Slider
field_out,96.5,8,123,Pull,83.5,Changeup
single,96.5,2,56,Straightaway,85.5,Slider
double,104.1,24,381,Pull,89.6,4-Seam Fastball
field_out,102,1,56,Pull,91.5,4-Seam Fastball
double,95.2,7,109,Pull,84.7,Split-Finger
field_out,78.3,-7,18,Pull,93,4-Seam Fastball
single,105.5,16,294,Straightaway,84.8,Slider
home_run,111.8,20,425,Straightaway,91.5,4-Seam Fastball
field_out,66.6,61,150,Opposite,91.7,4-Seam Fastball
single,84.1,-11,9,Straightaway,79.8,Slider
field_out,81.6,76,135,Opposite,84.2,Slider
field_out,76.6,2,54,Straightaway,98.5,4-Seam Fastball
single,106.9,7,138,Pull,97,2-Seam Fastball
field_out,99.1,33,372,Straightaway,98.3,2-Seam Fastball
single,94.7,21,279,Pull,89.7,4-Seam Fastball
field_out,91.9,-17,11,Straightaway,93.4,4-Seam Fastball
field_out,69.1,8,79,Straightaway,81.6,Knuckle Curve
single,89.8,-18,9,Pull,88.3,4-Seam Fastball
field_out,95.8,51,274,Opposite,94.5,4-Seam Fastball
field_out,87.4,42,293,Pull,90.6,4-Seam Fastball
double,102.2,13,265,Opposite,92.6,4-Seam Fastball
field_out,81.9,49,245,Opposite,94.4,4-Seam Fastball
field_out,56.3,-41,2,Pull,84.7,Changeup
single,83.6,-6,20,Straightaway,77.5,Curveball
field_out,94,-7,16,Straightaway,87.4,Slider
home_run,108.8,22,415,Straightaway,92.1,2-Seam Fastball
single,99.6,15,272,Pull,94,2-Seam Fastball
field_out,99.7,44,332,Opposite,90.1,Changeup
field_out,70.1,-6,17,Straightaway,84.5,Slider
double,100.7,15,272,Opposite,89.5,Changeup
field_out,103.9,19,325,Pull,95.3,4-Seam Fastball
single,100.3,1,58,Straightaway,87.1,4-Seam Fastball
single,103.4,-2,38,Pull,89.4,4-Seam Fastball
field_out,97.5,-16,4,Pull,84.3,Cutter
field_out,103.9,9,165,Pull,92.3,4-Seam Fastball
field_out,98.3,19,304,Opposite,93.2,4-Seam Fastball
field_out,98.9,24,403,Straightaway,80.2,Curveball
field_out,81.8,2,53,Pull,83,Knuckle Curve
single,97,11,209,Opposite,94.2,4-Seam Fastball
double,105.7,8,144,Straightaway,78.1,Curveball
single,105,11,224,Opposite,79.4,Curveball
field_out,99.7,5,93,Straightaway,89.1,Cutter
field_out,107.1,8,195,Opposite,92,4-Seam Fastball
single,96.3,7,146,Straightaway,87.9,Changeup
double,107.3,15,254,Pull,83.4,Curveball
field_out,90.5,11,153,Straightaway,82.6,Slider
single,97.7,-8,16,Opposite,89.7,2-Seam Fastball
field_out,98.9,-12,9,Straightaway,93.1,2-Seam Fastball
single,108.4,8,170,Opposite,90.4,4-Seam Fastball
field_out,110.7,16,290,Pull,90.4,4-Seam Fastball
single,89.5,-3,26,Straightaway,86.6,Changeup
field_out,102.8,-5,17,Straightaway,93.2,Sinker
field_out,47.7,-71,1,Opposite,85.3,Split-Finger
field_out,47,-43,2,Straightaway,88.9,Split-Finger
field_out,74.4,39,247,Opposite,94.5,4-Seam Fastball
field_out,94.8,2,57,Straightaway,83,Curveball
field_out,82.5,-30,4,Pull,89.5,Cutter
field_out,96.2,45,309,Pull,94.1,4-Seam Fastball
field_out,87.9,-32,3,Straightaway,94.4,4-Seam Fastball
double,90.2,59,209,Opposite,82.2,Changeup
field_out,91.3,-5,19,Pull,87.4,Slider
single,104.1,9,153,Straightaway,83.8,Changeup
double,104.9,18,342,Straightaway,93.2,4-Seam Fastball
single,97.9,16,267,Opposite,97.8,4-Seam Fastball
field_out,102.9,-9,9,Opposite,90.3,Slider
field_out,96,10,162,Straightaway,93.3,2-Seam Fastball
home_run,104.1,36,387,Pull,90,4-Seam Fastball
field_out,105.8,-4,19,Pull,95.7,4-Seam Fastball
field_out,61.3,-40,2,Opposite,93.7,Sinker
double,111.7,14,322,Straightaway,92.1,4-Seam Fastball
single,97.3,15,265,Opposite,88.3,Changeup
single,107.5,10,171,Straightaway,88.8,Changeup
single,77.2,6,74,Straightaway,88.3,4-Seam Fastball
single,97.8,20,270,Pull,86.5,Changeup
single,100.3,5,106,Straightaway,91.8,4-Seam Fastball
field_out,95.7,46,335,Opposite,98,4-Seam Fastball
single,98.5,2,63,Straightaway,79.2,Changeup
home_run,108.9,25,409,Pull,97.4,4-Seam Fastball
single,67.7,32,211,Opposite,91.8,Cutter
field_out,74.1,-19,7,Pull,83.8,Cutter
home_run,97.9,33,379,Opposite,87.1,Cutter
field_out,92.7,25,349,Straightaway,79.2,Curveball
field_out,100.1,43,352,Straightaway,87,Slider
field_out,99.6,0,44,Straightaway,83.6,Changeup
field_out,98.1,20,333,Straightaway,83.6,Slider
single,89.5,4,70,Pull,81.1,Curveball
field_out,91.4,28,362,Straightaway,86.3,Slider
field_out,100.9,12,174,Straightaway,87,Slider
field_out,103.6,-10,10,Straightaway,96.2,2-Seam Fastball
home_run,106.8,26,416,Straightaway,86,Changeup
single,90.9,15,239,Straightaway,78.9,Curveball
field_out,54.9,9,72,Straightaway,88.9,Sinker
field_out,72.4,-27,4,Pull,89.4,Sinker
single,90.9,-18,10,Pull,89.5,Sinker
field_out,89.8,-27,3,Pull,90.2,Sinker
home_run,100.8,29,386,Opposite,86.3,4-Seam Fastball
field_out,80.1,-16,8,Pull,78.1,Changeup
field_out,93.2,23,336,Opposite,79.8,Changeup
field_out,84.9,-28,4,Pull,85.9,Curveball
field_out,92.3,-1,27,Straightaway,96.2,Sinker
field_out,82.5,-3,29,Pull,88.8,4-Seam Fastball
field_out,85.2,-12,12,Pull,85.4,Cutter
single,106.7,13,237,Straightaway,88.6,Cutter
field_out,79.3,-35,3,Pull,90.5,Sinker
single,91.8,17,247,Opposite,91.6,Sinker
field_out,99.9,-11,8,Straightaway,92.4,Sinker
single,83,9,122,Pull,79.8,Slider
field_out,104.4,44,330,Straightaway,90.2,2-Seam Fastball
field_out,72.4,-15,6,Straightaway,89.6,Cutter
single,76.1,27,247,Opposite,87.4,Changeup
field_out,45.2,-39,3,Pull,89.4,4-Seam Fastball
single,106.6,13,250,Pull,95,4-Seam Fastball
field_out,84.8,-21,6,Pull,83.1,Changeup
field_out,88.8,30,316,Opposite,85.9,2-Seam Fastball
field_out,91.5,-11,11,Pull,79.3,Changeup
home_run,102.2,33,397,Opposite,83.4,Cutter
field_out,73.1,11,126,Straightaway,89.8,2-Seam Fastball
field_out,49.3,-23,6,Straightaway,90.6,2-Seam Fastball
field_out,96.8,52,277,Opposite,89.7,4-Seam Fastball
double,102.8,23,389,Straightaway,88.5,2-Seam Fastball
double,105,16,293,Straightaway,81.2,Slider
single,105.4,7,122,Straightaway,86.8,Slider
field_out,66.4,60,145,Opposite,90,4-Seam Fastball
field_out,97.9,47,318,Opposite,92.2,4-Seam Fastball
single,106.1,-20,4,Opposite,93.9,4-Seam Fastball
field_out,92.4,-21,4,Straightaway,84.6,Changeup
home_run,104.9,32,398,Opposite,94.5,4-Seam Fastball
field_out,73.5,-16,7,Pull,86.2,Changeup
field_out,95.5,29,384,Straightaway,80.8,Curveball
field_out,79.2,-33,4,Pull,91.4,2-Seam Fastball
field_out,92.8,-6,18,Pull,82,Changeup
field_out,77.4,-3,26,Straightaway,87.4,Cutter
field_out,107.1,7,151,Straightaway,88.9,4-Seam Fastball
field_out,104,-1,33,Pull,91.5,4-Seam Fastball
field_out,82.4,48,272,Opposite,93.3,4-Seam Fastball
double,96.2,27,372,Opposite,83.8,Split-Finger
double,101.7,27,374,Opposite,90.7,4-Seam Fastball
single,105.2,18,280,Pull,92.3,4-Seam Fastball
single,95.9,10,154,Pull,95,4-Seam Fastball
field_out,87.3,4,80,Straightaway,81.1,Curveball
field_out,46.6,-4,19,Opposite,94.8,2-Seam Fastball
single,86.8,-4,30,Pull,94.8,2-Seam Fastball
home_run,105.5,28,424,Opposite,94.5,4-Seam Fastball
field_out,64.5,62,136,Opposite,80.1,Curveball
field_out,107.8,-7,14,Straightaway,90.3,2-Seam Fastball
single,105.5,14,237,Pull,88.5,4-Seam Fastball
field_out,84.8,63,183,Opposite,76.4,Curveball
field_out,101.3,30,380,Opposite,90.7,4-Seam Fastball
field_out,98.3,48,325,Opposite,95.4,4-Seam Fastball
field_out,101.6,17,324,Straightaway,96.3,4-Seam Fastball
field_out,99.4,-3,35,Straightaway,90.9,4-Seam Fastball
field_out,91.7,-17,5,Straightaway,93.6,4-Seam Fastball
single,84.6,22,260,Pull,98.3,4-Seam Fastball
field_out,93.3,49,293,Opposite,97.5,4-Seam Fastball
field_out,100.1,36,358,Opposite,82.6,Changeup
field_out,86.6,45,288,Straightaway,92.4,4-Seam Fastball
field_out,99,2,53,Straightaway,85.9,Changeup
single,102.2,3,75,Straightaway,98.1,Sinker
field_out,92.3,-8,16,Pull,92.2,4-Seam Fastball
single,88.9,13,186,Opposite,94.3,Sinker
single,86.9,4,82,Pull,80,Curveball
single,107,11,230,Opposite,92.7,Sinker
field_out,98.2,24,367,Opposite,86.4,Split-Finger
field_out,80.2,45,259,Straightaway,95.3,4-Seam Fastball
field_out,80.6,-30,4,Pull,78.2,Curveball
field_out,105.9,38,390,Straightaway,87.9,Sinker
field_out,91.1,65,184,Pull,86.1,Cutter
field_out,97.1,26,364,Opposite,88.9,Sinker
field_out,85.2,-13,9,Pull,89,Sinker
field_out,74.7,-10,13,Pull,89.1,Sinker
field_out,103.2,3,73,Pull,95.5,2-Seam Fastball
single,103.3,-4,33,Pull,86.7,4-Seam Fastball
field_out,88.7,-25,5,Pull,76.7,Curveball
home_run,101.7,24,403,Pull,80.5,Slider
double,98.8,27,342,Opposite,82.3,Slider
field_out,103.8,10,190,Straightaway,85.9,Split-Finger
field_out,90.1,51,278,Opposite,94.9,4-Seam Fastball
field_out,83.3,30,315,Straightaway,95,4-Seam Fastball
single,84.7,20,251,Straightaway,93.8,Sinker
field_out,87.6,45,276,Straightaway,90.7,4-Seam Fastball
field_out,93,52,269,Pull,90.9,4-Seam Fastball
field_out,90.7,50,276,Opposite,82.2,Changeup
field_out,90.4,-1,32,Straightaway,91.3,4-Seam Fastball
double,98.6,11,210,Straightaway,91.3,4-Seam Fastball
field_out,78.5,-18,6,Straightaway,81.3,Changeup
single,97.5,0,34,Pull,84.7,Slider
field_out,51.8,-26,3,Pull,92.3,4-Seam Fastball
single,101,-20,6,Straightaway,83.7,Changeup
field_out,95.1,18,277,Opposite,87.2,Changeup
field_out,89.2,-5,23,Pull,91,4-Seam Fastball
single,107.9,12,278,Opposite,87.2,Changeup
single,86.7,12,138,Straightaway,77.4,Slider
single,99.6,-9,9,Pull,85.2,Slider
field_out,84.6,-26,4,Pull,87.4,4-Seam Fastball
field_out,91.2,10,136,Straightaway,95.7,4-Seam Fastball
single,107.7,12,265,Pull,94.6,2-Seam Fastball
field_out,99.7,0,44,Pull,84.1,Split-Finger
field_out,85,14,160,Pull,96.1,4-Seam Fastball
home_run,109.2,25,409,Opposite,96,Sinker
field_out,73.7,-17,8,Straightaway,88.5,Slider
single,106.2,0,44,Pull,92.1,4-Seam Fastball
field_out,92.1,-11,13,Straightaway,96.5,4-Seam Fastball
single,79.3,15,197,Straightaway,77.1,Curveball
single,89.3,-7,21,Straightaway,88.3,Sinker
single,92.9,-11,14,Straightaway,81.7,Slider
single,92.9,0,46,Opposite,85.2,Slider
field_out,99.3,-10,17,Pull,94.3,4-Seam Fastball
field_out,77.1,4,71,Straightaway,91.6,Cutter
field_out,85.1,52,243,Opposite,89.1,Slider
field_out,96.4,6,98,Straightaway,89.7,2-Seam Fastball
single,105.5,13,213,Straightaway,90,4-Seam Fastball
field_out,102.2,-1,34,Pull,84.7,Changeup
home_run,111.7,28,472,Straightaway,91,4-Seam Fastball
single,86.7,16,217,Opposite,96.9,4-Seam Fastball
field_out,68.5,-11,14,Pull,97.6,4-Seam Fastball
double,99.6,5,95,Pull,89.6,2-Seam Fastball
field_out,49.2,-36,4,Pull,93.9,2-Seam Fastball
field_out,93.8,34,349,Straightaway,92,4-Seam Fastball
field_out,97.5,-9,15,Pull,80.1,Changeup
field_out,86.3,32,318,Straightaway,91.1,4-Seam Fastball
home_run,106.4,29,418,Straightaway,90,4-Seam Fastball
field_out,93.2,41,347,Straightaway,92.9,4-Seam Fastball
single,101,1,66,Opposite,86.8,Changeup
field_out,69.5,54,185,Straightaway,78.3,Slider
double,106,20,365,Opposite,80.8,Slider
field_out,90.3,42,303,Opposite,96.9,4-Seam Fastball
field_out,94.1,-9,9,Pull,97.5,4-Seam Fastball
field_out,81.9,76,60,Pull,92.2,4-Seam Fastball
single,96.9,11,182,Pull,86.1,Changeup
field_out,97.2,31,382,Opposite,85.9,Slider
field_out,73.2,-63,1,Opposite,92.9,4-Seam Fastball
field_out,98.7,27,371,Opposite,81.5,Curveball
home_run,106.9,28,405,Opposite,95.6,4-Seam Fastball
field_out,84.4,-23,5,Straightaway,96.6,4-Seam Fastball
home_run,110.1,30,401,Pull,86,Cutter
field_out,101,0,43,Pull,86.3,Cutter
field_out,69.9,-15,8,Pull,88.1,Cutter
field_out,83.6,63,178,Opposite,90.3,4-Seam Fastball
field_out,80.1,48,240,Opposite,94.4,4-Seam Fastball
field_out,86.2,-17,8,Pull,81.9,Changeup
field_out,93.7,-23,5,Straightaway,89.7,Sinker
home_run,106.4,24,394,Opposite,90,Sinker
field_out,32.7,-20,6,Opposite,82.1,Changeup
field_out,59.4,-50,2,Straightaway,83.8,Changeup
single,94.4,11,145,Straightaway,82.9,Curveball
double,98.2,16,255,Opposite,88.2,Sinker
field_out,89.1,26,284,Opposite,88.3,Sinker
field_out,92.4,34,360,Pull,77.1,Curveball
single,89.1,8,124,Straightaway,77.9,Curveball
field_out,37.2,6,33,Opposite,88.8,4-Seam Fastball
single,110.7,11,237,Straightaway,88.8,4-Seam Fastball
field_out,101.3,-7,15,Straightaway,91.2,4-Seam Fastball
field_out,101.1,39,374,Straightaway,91.4,Sinker
field_out,102.3,32,404,Straightaway,87.1,Sinker
field_out,87.1,6,96,Pull,87.5,Sinker
field_out,82.5,8,99,Straightaway,88.8,Sinker
single,89.1,-11,11,Pull,92.2,4-Seam Fastball
single,75.5,24,228,Straightaway,89.6,Split-Finger
single,111.2,-16,6,Pull,89.8,Slider
field_out,88.9,-21,7,Pull,94.5,4-Seam Fastball
double,93.8,20,270,Pull,95.5,4-Seam Fastball
single,72,29,249,Straightaway,96.1,4-Seam Fastball
single,90.9,16,232,Pull,88.2,Slider
field_out,98.1,22,345,Pull,93.5,4-Seam Fastball
field_out,94.5,22,336,Opposite,88.3,Cutter
field_out,74.8,8,84,Straightaway,87.2,Sinker
field_out,105.4,20,374,Straightaway,88.9,Sinker
single,83.4,15,177,Straightaway,92.3,4-Seam Fastball
field_out,56.7,-21,6,Pull,96,4-Seam Fastball
field_out,91.6,1,47,Straightaway,83.6,Knuckle Curve
field_out,94.1,48,286,Straightaway,95.5,4-Seam Fastball
field_out,94.6,-18,6,Pull,85.3,Changeup
field_out,78.7,36,290,Straightaway,87.4,Changeup
field_out,77.7,2,52,Opposite,93.4,Sinker
single,81.5,25,268,Straightaway,83.5,Changeup
single,80.6,8,101,Straightaway,94.3,4-Seam Fastball
field_out,66.1,53,171,Opposite,99.7,4-Seam Fastball
double,99.1,12,188,Opposite,98.7,Sinker
field_out,90.2,-18,6,Straightaway,93.4,4-Seam Fastball
single,109.8,14,235,Pull,93.7,4-Seam Fastball
field_out,97.2,-7,12,Pull,93.7,Sinker
field_out,94.1,2,53,Straightaway,94.4,Sinker
field_out,96.7,-5,15,Pull,83.3,Slider
field_out,103.6,-8,12,Opposite,92.8,Sinker
field_out,87,-17,9,Pull,84,Slider
field_out,66.3,-24,3,Straightaway,86.5,Changeup
field_out,83.2,73,116,Opposite,76.3,Slider
home_run,103.7,37,399,Pull,95.4,Cutter
field_out,97.7,11,168,Pull,89.6,Cutter
field_out,89.4,-19,4,Pull,83.1,Slider
home_run,98,35,384,Pull,96.7,4-Seam Fastball
single,47.5,-30,4,Opposite,90.3,Sinker
single,90.8,-4,21,Opposite,91.8,Sinker
single,98.7,3,68,Straightaway,82.3,Slider
field_out,97.6,21,333,Straightaway,91.1,4-Seam Fastball
field_out,88.2,14,172,Pull,94.6,Sinker
single,100.3,15,241,Opposite,88.4,Sinker
field_out,93.6,28,354,Straightaway,89.6,Sinker
single,40.1,-37,3,Opposite,93.8,4-Seam Fastball
